IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.76.32.108,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,42,19.88
47.242.107.109,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,33,17.61
8.210.146.108,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,31,16.98
47.242.234.127,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,30,16.81
47.76.178.146,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,35,16.79
47.238.0.114,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,34,16.74
8.217.72.0,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,32,16.55
47.76.213.245,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,31,16.18
8.210.156.6,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,33,16.02
47.242.252.237,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,31,15.95
47.242.54.157,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,35,15.53
47.243.26.83,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,30,15.37
8.222.165.117,2096,2096,TRUE,SIN,Asia Pacific,Singapore,73,15.3
8.218.142.253,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,29,15.29
8.219.60.54,2096,2096,TRUE,SIN,Asia Pacific,Singapore,77,15.05
47.76.49.246,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,28,15.04
47.243.42.219,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,32,14.84
8.210.43.213,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,32,14.79
47.242.7.162,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,31,14.54
8.210.9.129,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,32,14.33
8.210.21.65,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,35,13.75
8.222.167.147,2096,2096,TRUE,SIN,Asia Pacific,Singapore,64,13.72
8.219.78.188,2096,2096,TRUE,SIN,Asia Pacific,Singapore,71,13.68
8.217.164.10,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,42,12.69
47.76.29.115,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,31,12.68
8.210.164.75,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,34,12.58
47.242.174.27,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,30,12.47
8.219.40.37,2096,2096,TRUE,SIN,Asia Pacific,Singapore,75,12.38
8.219.97.50,2096,2096,TRUE,SIN,Asia Pacific,Singapore,64,12
47.236.232.148,2096,2096,TRUE,SIN,Asia Pacific,Singapore,122,11.55
