IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.238.5.0,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,29,24.98
8.217.127.73,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,31,24.22
8.218.204.128,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,36,21.99
47.242.183.7,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,28,21.11
47.76.159.146,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,32,19.11
8.210.119.11,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,38,18.87
8.217.72.0,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,30,17.66
8.218.98.75,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,30,17.04
47.238.40.58,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,30,16.89
8.222.193.65,8443,8443,TRUE,SIN,Asia Pacific,Singapore,68,16.57
8.210.89.245,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,30,16.22
47.242.252.237,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,41,16.12
47.242.17.250,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,39,15.59
47.243.203.119,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,24,15.54
47.236.75.152,8443,8443,TRUE,SIN,Asia Pacific,Singapore,108,15.48
47.243.186.171,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,29,15.01
8.219.110.81,8443,8443,TRUE,SIN,Asia Pacific,Singapore,78,14.91
8.210.156.6,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,36,14.86
47.242.234.127,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,32,14.81
8.210.43.213,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,31,14.55
47.243.51.171,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,47,14.5
47.243.27.217,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,29,13.5
8.222.156.242,8443,8443,TRUE,SIN,Asia Pacific,Singapore,64,13.27
8.217.250.222,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,40,12.66
47.243.139.243,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,37,12.15
47.238.0.114,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,31,12.13
47.236.164.215,8443,8443,TRUE,SIN,Asia Pacific,Singapore,101,12.05
8.210.42.171,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,32,12
47.243.74.220,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,32,11.86
8.217.147.230,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,29,11.25
47.76.33.40,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,37,11.05
47.238.43.79,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,33,10.98
47.243.5.154,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,29,10.53
8.219.98.13,8443,8443,TRUE,SIN,Asia Pacific,Singapore,61,10.41
47.76.225.255,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,38,9.77
47.76.178.146,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,30,9.48
8.219.117.198,8443,8443,TRUE,SIN,Asia Pacific,Singapore,78,9.41
8.222.208.38,8443,8443,TRUE,SIN,Asia Pacific,Singapore,66,9.02
47.243.107.148,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,38,8.49
47.236.254.120,8443,8443,TRUE,SIN,Asia Pacific,Singapore,108,8.35
47.236.253.41,8443,8443,TRUE,SIN,Asia Pacific,Singapore,110,8.18
8.219.248.47,8443,8443,TRUE,SIN,Asia Pacific,Singapore,105,8.05
8.210.48.107,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,29,8
8.210.101.157,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,34,7.71
47.76.222.57,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,33,7.65
47.243.26.83,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,44,7.11
132.145.91.171,8443,443,TRUE,ICN,Asia Pacific,Seoul,69,7.09
47.76.214.139,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,37,6.63
8.219.191.110,8443,8443,TRUE,SIN,Asia Pacific,Singapore,103,6.48
47.243.206.150,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,28,5.89
47.236.93.176,8443,8443,TRUE,SIN,Asia Pacific,Singapore,106,5.77
47.243.183.127,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,33,5.77
47.236.80.110,8443,8443,TRUE,SIN,Asia Pacific,Singapore,109,5.52
13.38.53.164,8443,443,TRUE,CDG,Europe,Paris,231,5.42
172.205.149.35,8443,443,TRUE,AMS,Europe,Amsterdam,249,5.03
150.136.241.40,8443,443,TRUE,IAD,North America,Ashburn,260,5.03
47.242.59.216,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,29,4.59
4.185.140.174,8443,443,TRUE,FRA,Europe,Frankfurt,250,4.31
15.222.245.142,8443,443,TRUE,YUL,North America,Montréal,259,3.13
47.236.180.51,8443,8443,TRUE,SIN,Asia Pacific,Singapore,108,2.98
129.159.83.88,8443,443,TRUE,IAD,North America,Ashburn,258,2.88
47.76.233.67,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,35,2.84
20.199.22.233,8443,443,TRUE,CDG,Europe,Paris,248,2.77
13.43.173.97,8443,443,TRUE,LHR,Europe,London,259,2.64
3.98.54.22,8443,443,TRUE,YUL,North America,Montréal,267,2.29
140.238.102.114,8443,443,TRUE,LHR,Europe,London,278,2.05
51.116.121.25,8443,443,TRUE,FRA,Europe,Frankfurt,256,1.95
141.147.92.143,8443,443,TRUE,LHR,Europe,London,288,1.91
52.58.255.192,8443,443,TRUE,FRA,Europe,Frankfurt,273,1.58
54.216.40.130,8443,443,TRUE,DUB,Europe,Dublin,269,1.39
130.61.203.115,8443,443,TRUE,FRA,Europe,Frankfurt,246,1.35
132.145.54.84,8443,443,TRUE,LHR,Europe,London,438,1.18
20.47.95.148,8443,443,TRUE,BOM,Asia Pacific,Mumbai,159,1.04
47.76.204.76,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,28,0.62
143.47.243.144,8443,443,TRUE,LHR,Europe,London,283,0.56
8.218.173.78,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,27,0.49
18.158.211.32,8443,443,TRUE,FRA,Europe,Frankfurt,271,0.37
144.24.161.142,8443,443,TRUE,FRA,Europe,Frankfurt,252,0.33
8.210.65.1,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,30,0.32
8.210.39.96,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,29,0.3
150.230.20.156,8443,443,TRUE,AMS,Europe,Amsterdam,247,0.23
35.156.134.213,8443,443,TRUE,FRA,Europe,Frankfurt,233,0.2
13.36.64.125,8443,443,TRUE,CDG,Europe,Paris,238,0.15
158.101.215.45,8443,443,TRUE,AMS,Europe,Amsterdam,263,0.15
13.37.224.156,8443,443,TRUE,CDG,Europe,Paris,240,0.13
130.61.107.238,8443,443,TRUE,FRA,Europe,Frankfurt,266,0.12
13.42.76.114,8443,443,TRUE,LHR,Europe,London,401,0.09
141.147.47.32,8443,443,TRUE,FRA,Europe,Frankfurt,255,0.06
140.83.57.116,8443,80,FALSE,KIX,Asia Pacific,Osaka,88,0.04
52.38.230.144,8443,443,TRUE,SEA,North America,Seattle,262,0.02
