IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.242.174.27,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,30,22.51
47.243.243.14,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,31,21.79
47.76.222.57,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,45,20.92
47.243.60.150,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,38,20.78
47.243.18.199,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,32,20.51
8.217.123.243,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,33,20.46
8.219.83.71,2083,2083,TRUE,SIN,Asia Pacific,Singapore,72,19.28
47.243.86.79,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,31,17.19
8.219.117.198,2083,2083,TRUE,SIN,Asia Pacific,Singapore,62,16.96
8.217.66.3,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,28,15.95
8.217.154.218,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,29,15.47
8.219.0.162,2083,2083,TRUE,SIN,Asia Pacific,Singapore,62,15.28
47.236.80.110,2083,2083,TRUE,SIN,Asia Pacific,Singapore,109,15.13
8.210.48.107,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,27,14.99
8.219.93.5,2083,2083,TRUE,SIN,Asia Pacific,Singapore,81,14.79
8.218.74.119,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,31,14.66
47.76.49.246,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,30,14.57
47.238.0.114,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,30,14.51
47.76.233.67,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,36,14.45
47.76.32.108,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,31,14.36
8.219.104.37,2083,2083,TRUE,SIN,Asia Pacific,Singapore,66,14.12
47.242.107.109,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,29,13.96
8.210.43.213,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,29,13.86
8.222.179.231,2083,2083,TRUE,SIN,Asia Pacific,Singapore,60,13.86
8.222.183.242,2083,2083,TRUE,SIN,Asia Pacific,Singapore,84,13.28
47.242.252.237,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,30,13.15
47.243.203.119,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,32,12.88
8.222.167.147,2083,2083,TRUE,SIN,Asia Pacific,Singapore,64,12.77
8.218.142.253,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,27,12.7
8.210.39.96,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,30,12.6
8.219.4.122,2083,2083,TRUE,SIN,Asia Pacific,Singapore,78,12.25
8.218.122.55,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,32,11.95
8.219.51.211,2083,2083,TRUE,SIN,Asia Pacific,Singapore,65,11.57
8.222.169.222,2083,2083,TRUE,SIN,Asia Pacific,Singapore,61,11.46
47.242.119.104,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,29,11.28
8.219.191.40,2083,2083,TRUE,SIN,Asia Pacific,Singapore,98,10.75
8.219.50.180,2083,2083,TRUE,SIN,Asia Pacific,Singapore,63,10.2
8.219.49.65,2083,2083,TRUE,SIN,Asia Pacific,Singapore,68,10.01
8.219.161.129,2083,2083,TRUE,SIN,Asia Pacific,Singapore,98,9.47
47.236.254.120,2083,2083,TRUE,SIN,Asia Pacific,Singapore,108,9.46
